brand,name,seller,reviews_rating_number,reviews_amount,old_money,new_money
SAMSUNG,Smartphone Samsung Galaxy A34 5g Ee 256gb 8gb Ram Câmera Tripla 48mp +8mp + 5mp + Selfie 13mp Tela 6.6 - Preto,,4.8,(26248),2.999,288
MOTOROLA,Moto G8 Power Lite Dual SIM 64 GB azul-navy 4 GB RAM,,4.5,(229),940,90
LG,"Smartphone LG K22 Plus Tela 6,2 64gb 3gb Ram Android Titânio",,4.3,(756),649,65
,Câmera Xiaomi Redmi Note 14 4g 6.67 128gb 6gb Ram 108mpx - cor preta,,4.8,(388),1.150,115
,Celular Realme C65 Dual Sim 256 Gb 8 Gb Ram Smartphone Roxo,,4.8,(57),1.069,103
MOTOROLA,"Smartphone Edge 20 Lite Tela 6,7'' 128gb 6gb Verde Motorola - Bom (Recondicionado)",,5.0,(3),999,899
,Zte A3 Smartphone 32gb Dual Sim Prático Para Idoso,,3.5,(94),499,459
SAMSUNG,Samsung Galaxy A12 64 GB preto 4 GB RAM - Excelente (Recondicionado),,3.6,(48),574,57
,"Smartphone Infinix Note 40 5G 8GB RAM 256GB Câmera Tripla 108MP+ Selfie 32MP NFC 6,78” AMOLED Dual Chip - Preto",,4.7,(157),1.510,151
MOTOROLA,Smartphone Motorola One Vision 128gb Dual Bronze,,4.3,(151),1.749,168
MOTOROLA,Smartphone Motorola Moto G35 5g 256gb 8gb Ram  Preto,,,,1.259,125
,"Smartphone Xiaomi Redmi Note 10s Tela 6,43 6gb/128gb Cor Cinza Tamanho U",,4.7,(1704),1.008,97
SAMSUNG,Smartphone Samsung Galaxy A06 4g 6.7 Octa Core 128gb 4gb Cor Azul-escuro,,4.7,(2027),789,76
,Xiaomi Redmi 13C 5G Dual SIM 256 GB Preto 8 GB RAM,,4.3,(222),1.099,106
,Positivo Twist 4 Pro S518 Dual SIM 64 GB preto 1 GB RAM,,4.0,(1945),699,629
,Apple iPhone 11 (64 GB) - Preto,,4.5,(2316),2.150,215
,Xiaomi Redmi Note 13 Pro 5G Dual SIM 256 GB azul 8 GB RAM,,4.7,(5031),2.259,225
,Smartphone Vovófone Ideal Para Idoso 32gb Tela 5 Botão Sos,,3.9,(76),539,53
MOTOROLA,"Smartphone Motorola Moto G24 128gb 4gb 6,6'' Hd+ Android 14 4G/Lite Dual Sim Grafite - Bom (Recondicionado)",,4.4,(16),629,597
MOTOROLA,Smartphone Moto E7 Tela 6.5'' 32gb 2gb Ram Cinza Motorola Cor Cinza-metálico - Bom (Recondicionado),Por Fixcomm ,3.8,(11),559,463
MOTOROLA,Moto G8 Play Dual SIM 32 GB vermelho-magenta 2 GB RAM,,4.5,(401),1.199,119
,Smartphone Xiaomi Poco C75 Dual Sim 128gb/6gb (lançamento),,4.8,(13),1.348,863
MOTOROLA,Smartphone Motorola Edge 50 Neo 5g - 256gb 16gb Ram Boost 50mp Sony Camera Moto Ai Ip68 Nfc - Poinciana Vegan Leather - Bom (Recondicionado),,5.0,(3),2.036,1.934
SAMSUNG,Samsung Galaxy S21 5g 128gb Dual (com Detalhes) Branco,,,,699,69
,Smartphone Positivo Twist 4 Fit S509n 5 Polegadas 32gb 1gb Ram Preto,,1.5,(4),799,519
,Redmagic 9 S Pro Gaming Smartphone 16+512gb Snowfall Cyclone Cor Preto-transparente,,,,7.743,5.962
,Infinix Smart 8 Pro Dual SIM 256 GB Dourado 4 GB RAM,Por Infinix ,4.6,(253),1.599,999
,Smartphone Realme C61 256 Gb 8 Gb Ram Com Nfc Dourado,,4.7,(54),1.099,109
,Smartphone Realme C61 256 Gb 8 Gb Ram Com Nfc+ Fone +capinha,,4.5,(29),1.699,1.153
,Smartphone Xiaomi Poco C75 Dual Sim 256gb 8gb Ram Nfc Global,,,,1.680,1.209
,Smartphone Xiaomi Poco C75 8/256gb Dourado Lacrado 2025,,,,1.619,1.302
SAMSUNG,Samsung Galaxy S22 (Snapdragon) 5G Dual SIM 128 GB preto 8 GB RAM,,4.8,(2722),3.490,335
MOTOROLA,Smartphone Motorola Moto G24 256gb 4gb Grafite + Ubook,Por Mobcom ,4.5,(2),1.499,773
MOTOROLA,Smartphone Motorola Moto G14 128 GB lilás 4 GB RAM - Excelente (Recondicionado),Por GABRISCELL ,5.0,(1),899,845
,Smartphone Realme C61 256 Gb 8 Gb Ram  Verde + Brinde,,5.0,(1),1.760,1.249
,Smartphone Xiaomi Redmi Note 13 8+256g 4g Global +fone + RLG,,4.4,(12),1.789,1.517
MOTOROLA,Moto G5S Dual SIM 32 GB platinum 2 GB RAM,,3.6,(483),698,69
SAMSUNG,"Smartphone Samsung Galaxy A72 T.l 6,7 128gb 6gb Ram Violeta - Excelente (Recondicionado)",,4.8,(8),999,99
SAMSUNG,Smartphone Galaxy A13 6.6'' 128gb 4gb Ram Branco Samsung,,4.7,(10842),1.799,179
MOTOROLA,Smartphone Motorola Moto G54 5G 256Gb 8Gb Ram Grafite,,4.7,(38820),1.256,121
,Cubot Smartphone Kingkong X 5g 256gb 32gb Ram 10200mah Preto,,4.7,(3),2.490,249
,Xiaomi Redmi Note 13 5g Dual Sim 256 Gb 8 Gb Cor Azul-claro,,4.5,(173),1.522,152
,Smartphone Ðøøgee Vmax Pro 32/512gb Resistente Cat S62 Pro,,,,5.790,4.863
SAMSUNG,Smartphone Galaxy S22+ 5g 256gb 8gb Ram Preto Samsung - Aceitável (Recondicionado),Por Trocafy ,4.6,(8),2.199,2.089
,Multilaser G Pro 3 Dual SIM 128 GB preto 4 GB RAM,,5.0,(2),769,76
,Smartphone Do Idoso 4g Dual 32gb Tela 5.45' Letras Grandes,,3.9,(36),499,354
SAMSUNG,"Smartphone Galaxy A72 T.l 6,7 128gb 6gb Ram Azul Samsung - Aceitável (Recondicionado)",,4.8,(8),839,83
MOTOROLA,Moto E6s (2020) Dual SIM 32 GB azul navy 2 GB RAM,,4.6,(957),631,63
SAMSUNG,Smartphone Samsung Galaxy A03s Tela 6.5 64 Gb 4 Gb Ram Preto,,4.6,(16587),1.199,119
,Smartphone Xiaomi Redmi 14c 256gb 8gb Ram Roxo Global 4g,,5.0,(2),929,89
SAMSUNG,Smartphone Samsung Galaxy Z Flip5 5g 256gb 8gb Ram Grafite,,4.7,(920),3.957,395
,Smartphone Multilaser F Max 2 64gb 6.1 8mp Android 11 P9170,,3.6,(154),547,52
MOTOROLA,Smartphone Motorola Moto E13 32gb 2g Ram Grafite,,4.4,(74),609,58
MOTOROLA,Smartphone Moto G82 5g 6.6'' 128gb 6gb Ram Preto Motorola - Excelente (Recondicionado),,4.8,(4),1.499,145
LG,"Smartphone LG K8 Plus 16gb 4g Quad-core - 1gb Ram 5,45 Preto - Aceitável (Recondicionado)",,3.9,(31),229,38
SAMSUNG,Smartphone Galaxy S22 Ultra 5g 256gb 12gb Ram Vinho Samsung - Excelente (Recondicionado),Por Mobi Phone ,4.4,(7),3.199,319
TCL,Smartphone Tcl 40se T610k2 Tela De 6.75 Polegadas 256gb 12gb Cor Grafite,,4.7,(75),859,85
MOTOROLA,Smartphone Moto G30 6.5'' 128gb 4gb Ram Dark Prism Motorola,,4.7,(2576),1.250,125
SAMSUNG,"Smartphone Galaxy S22+ 5g 128gb Tela 6,6 Rosé Samsung - Excelente (Recondicionado)",Por Trocafy ,4.0,(4),2.149,2.041
,Smartphone Realme C63 6gb 128gb - Jade Green,,,,1.099,106
,"Smartphone Xiaomi Redmi Note 14 5g 12+12gb + 512gb, Verde",,4.7,(46),2.211,221
MOTOROLA,Smartphone Moto G35 5g 128gb - Grafite - Vegan Leather - Bom (Recondicionado),,5.0,(1),999,949
SAMSUNG,"Smartphone Samsung Galaxy A04e 64GB Preto 4G Octa-Core 3GB RAM 6,5” Câm. Dupla + Selfie 5MP - Excelente (Recondicionado)",,2.9,(15),649,64
,Xiaomi Redmi 10 2022 Dual SIM 128 GB Azul 4 GB RAM,,4.6,(874),946,94
SAMSUNG,Smartphone Galaxy S22 5g 128gb 8gb Violeta Samsung - Excelente (Recondicionado),Por Trocafy ,4.3,(4),1.889,1.794
SAMSUNG,Smartphone Galaxy A32 128gb 4gb Ram 4g 6.4'' Preto Samsung - Excelente (Recondicionado),,4.3,(19),809,80
SAMSUNG,Smartphone Galaxy A51 Tela 6.5 128gb 4gb Ram Branco Samsung - Bom (Recondicionado),,3.8,(22),729,72
MOTOROLA,Smartphone Motorola Moto G41  128gb 4gb Ram Champagne,,4.8,(11),899,89
MOTOROLA,"Smartphone Moto G22 Tela De 6,5 128 Gb 4 Ram Preto Motorola - Excelente (Recondicionado)",,3.5,(46),687,68
,Celular Realme 13+ 5g Dual Sim 256gb 8gb Ram Nfc Smartphone,Por Realme ,5.0,(2),4.251,2.274
,Celular Xiaomi Poco X7 5g Dual Sim 256gb Preto 8ram 50mpx,,4.8,(916),1.722,165
MOTOROLA,Smartphone Motorola Moto Razr 40 256gb 8 Gb De Ram Vanilla - Excelente (Recondicionado),,,,2.634,263
,Celular Realme Note 50 Dual Sim 128 Gb 4 Gb Ram Smartphone Cor Preto,Por Realme ,4.6,(354),901,759
MOTOROLA,Smartphone Moto E7 Tela 6.5'' 32gb 2gb Ram Cinza Motorola Cor Cinza-metálico,,4.5,(1604),739,71
MOTOROLA,Smartphone Moto G30 6.5'' 128gb 4gb Ram Dark Prism Motorola - Aceitável (Recondicionado),,4.0,(8),599,551
SAMSUNG,Smartphone para Idoso Vovô&Vovófone 32gb 4g Icones Grandes Zap,,4.1,(52),1.047,101
SAMSUNG,"Smartphone Samsung Galaxy M34 5g, 128gb, 6gb, Tela 6.5 Cor Prata - Excelente (Recondicionado)",Por Movacel ,4.4,(8),1.399,135
SAMSUNG,Smartphone Galaxy A03 Tela 6.5'' 64gb 4gb Ram Azul Samsung - Aceitável (Recondicionado),,4.0,(17),999,100
,Smartphone Xiaomi Redmi Note 14 256/8gb Dual Sim,,4.5,(10),1.389,138
MOTOROLA,Smartphone Motorola Moto E7 Tela 6.5 64gb 4gb Ram Cinza Cor Cinza-metálico,,4.5,(1604),750,72
,Smartphone Realme C61 256 Gb 8 Gb Ram Com Nfc Verde,,5.0,(1),1.030,103
,Smartphone Xiaomi Redmi 14c 256gb 8gb Ram Preto Global 4g,,5.0,(8),979,97
,Smartphone Realme C61 256 Gb 8 Gb Ram  Verde + Brinde,,5.0,(1),1.760,1.249
,Smartphone Xiaomi Poco C75 Dual Sim 256gb 8gb Ram Nfc Global,,,,1.680,1.209
SAMSUNG,Smartphone Samsung Galaxy S10e Tela 5.8 128gb 6gb Ram - Pto Cor Preto - Excelente (Recondicionado),Por Trocafy ,4.5,(6),1.039,987
SAMSUNG,"Smartphone Samsung Galaxy A12 Tela 6,5 64gb 4gb Ram Vermelho - Bom (Recondicionado)",,4.0,(63),899,90
,Smartphone Xiaomi Redmi 14c 256gb 8gb Ram Azul Global 4g,,4.8,(10),979,97
,Smartphone Realme C61 Dual Sim 256gb/8gb + Brinde,,4.7,(3),1.430,1.258
,Smartphone Infinix Hot 30i 6.6 Hd+ 90hz 128gb 8gb Ram 50mp,,5.0,(4),899,89
MOTOROLA,Smartphone Motorola Moto E5 Quad Coree2gb Aandroid 16gb 13mp,,3.4,(5),379,54
SAMSUNG,"Smartphone Samsung Galaxy A73 5g, 8gb Ram, 128gb, Tela 6.7'' Cor Branco - Excelente (Recondicionado)",,3.7,(6),1.899,189
LG,"Smartphone LG K40s 32gb 4g Octa-core 3gb Ram Tela 6,1 Preto",,4.6,(1355),549,54
SAMSUNG,"Smartphone Samsung Galaxy S23+ 5g, 256gb, 8gb Ram, Tela 6.6 Cor Verde - Excelente (Recondicionado)",Por Trocafy ,4.5,(8),3.169,3.010
,"Smartphone Infinix Hot 40i, 256g, 8+ 8gb de RAM, verde, cor: verde claro",,4.5,(489),1.299,130
,Celular Smartphone Realme Note 60 Dual Sim 128gb 4gb Ram,,4.7,(84),1.010,777
SAMSUNG,"Smartphone Samsung Galaxy A15 5G 128GB 4GB RAM Dual SIM Azul Claro 6,5'' - Excelente (Recondicionado)",Por GABRISCELL ,4.2,(15),1.019,101
,Nokia Cseries C30 Dual SIM 32 GB verde 2 GB RAM,,4.5,(68),999,699
,Smartphone Realme C61 Dual Sim 256gb/8gb Lançamento ( Nfc ),,,,1.395,1.283
,Multilaser G Pro 3 Dual SIM 128 GB preto 4 GB RAM,,5.0,(2),769,76
SAMSUNG,Smartphone Samsung Galaxy A11 Tl 6.4 64gb 3gb Ram Preto - Excelente (Recondicionado),,3.6,(25),569,56
SAMSUNG,Smartphone Galaxy S21 5g 128gb 8gb Ram Violeta Samsung - Aceitável (Recondicionado),Por Trocafy ,3.7,(18),1.439,1.367
,"Smartphone Honor X5b Plus 256gb 8gb Ram (4+4) Tela 6,56 90hz Câmera Ultra Nítida 50mp Com Ia Preto",,3.8,(8),770,77
,Apple iPhone 11 (128 GB) - Branco,,4.5,(2316),2.150,215
MOTOROLA,Smartphone Motorola Moto G24 256gb 4gb Grafite + Ubook,Por Mobcom ,5.0,(1),1.425,727
SAMSUNG,Smartphone Samsung Galaxy A22 Tela 6.4 128gb 4 Gb Ram Verde,,4.7,(10140),1.198,119
SAMSUNG,Smartphone Galaxy A32 Tela De 6.4'' 128gb 4g Violeta Samsung - Aceitável (Recondicionado),,4.2,(18),639,63
SAMSUNG,"Smartphone Galaxy M53 5g, 128gb, 8gb Ram, Tela De 6.7 Cor Azul",,4.7,(11030),1.958,195
MOTOROLA,"Smartphone Edge 30 256gb 8gb Ram Tela 6,5'' Azul Motorola - Bom (Recondicionado)",,4.3,(15),1.499,1.199
,Multilaser E Lite 2 Dual SIM 32 GB preto 1 GB RAM,,4.2,(1010),361,51
SAMSUNG,Samsung Galaxy S22+ (Snapdragon) 5G Dual SIM 128 GB white 8 GB RAM,,4.8,(191),3.999,3.159
,Smartphone Ðøøgee S200 X 32/512gb Resistente Cat S62 Pro.,,,,6.500,650
SAMSUNG,"Smartphone Galaxy S21 Ultra 5g Tl 6,8 256gb 12gb Ram Samsung Cor Preto - Bom (Recondicionado)",Por Trocafy ,4.3,(6),2.549,2.345
,Celular Xiaomi Redmi Note 9 128 Gb Cor Branco,,4.7,(23),1.047,104
SAMSUNG,Smartphone Samsung Galaxy A10s Tela De 6.2 32gb 2gb Ram Azul - Excelente (Recondicionado),,4.1,(92),529,51
SAMSUNG,"Smartphone Samsung Galaxy Z Fold5 5g, 1tb, 12gb Ram, Tela Infinita De 7.6 Preto - Aceitável (Recondicionado)",Por Trocafy ,,,4.099,3.894
,Redmagic 9s Pro 12 Gb Ram 256 Gb Rom Sleet Gaming Teléfono,,5.0,(31),6.248,4.998
SAMSUNG,"Smartphone Samsung Galaxy Z Fold5 5g, 512gb, 12gb Ram, Tela Infinita De 7.6 Creme - Excelente (Recondicionado)",Por Movacel ,,,4.729,473
SAMSUNG,"Smartphone Samsung Galaxy S23 Fe 128gb, 8gb Ram, Câmera Tripla Traseira De 50mp +12mp + 10mp, Selfie De 10mp, Tela Infinita 6.4 Azul - Excelente (Recondicionado)",Por Trocafy ,4.4,(24),1.929,1.774
MOTOROLA,"Smartphone Motorola Moto g24 Power - 128GB, 4 GB Ram + 4 GB Ram Boost, Camera 50MP com Moto AI 6000 mAh - Azul - Bom (Recondicionado)",,5.0,(1),719,683
TCL,Tcl 40se Dual Sim 256 Gb Com Xplus Canais 12gb Ram,,4.5,(8),879,84
,Smartphone Realme C61 256 Gb 8 Gb Ram,,5.0,(2),1.005,100
,Realme 12+ 5G Dual SIM 512 GB verde 12 GB RAM,,4.9,(35),2.199,220
ASUS,"Smartphone Asus Zenfone 11 Ultra Snapdragon 8 Gen3 5g 256gb 12gb Ram Tela 6,78 Amoled Câm Tripla+self 32mp Black",Por Asus ,4.5,(2),8.999,899
SAMSUNG,Smartphonesamsung Galaxy A22 Tela 6.4 128 Gb 4 Gb Ram Preto - Aceitável (Recondicionado),,3.3,(9),680,68
SAMSUNG,"Smartphone Samsung Galaxy S21 Fe 5g 128gb, 6gb Ram Tela 6.4 Cor Violeta - Bom (Recondicionado)",Por Trocafy ,4.4,(8),1.259,1.196
,Smartphone Celular Xiaomi Poco C65 128gb 4gb + Nf + Fone Azul-escuro,,,,1.499,974
MOTOROLA,Smartphone Moto E6i 32gb 2gb Ram Cinza Titânium,,4.4,(1188),599,59
SAMSUNG,Smartphone Samsung Galaxy Z Flip5 512gb 8gb Ram 5G Verde-claro - Bom (Recondicionado),,5.0,(8),3.299,329
,Telefone Celular Blu B9 128gb 4g 6.5 - Bronze - Excelente (Recondicionado),,,,619,59
,Smartphone Xiaomi Gold P0co C75 Daul Sim 256gb / 8gb,,4.7,(3),1.179,118
TCL,Smartphone Para Idoso 16gb Capa Película Envio 24h,,2.7,(13),582,58
MOTOROLA,Smartphone Motorola Edge 50 Fusion 5G - 256GB 16GB Ram Boost 50MP Sony AI Camera IP68 NFC - Blue Teal - Bom (Recondicionado),,5.0,(1),1.799,179
SAMSUNG,Smartphone Samsung Galaxy A05s 128gb 6gb Ram Prata,,,,1.425,1.254
,Celular Multilaser F Pro 2 Dual SIM 32 GB Preto 1 GB RAM do Idoso,,3.9,(506),426,53
MOTOROLA,Smartphone Motorola Edge 50 5g - 256gb 24gb Ram Boost 50mp Sony Camera Moto Ai Ip68 Nfc - Peach Fuzz Vegan Leather - Excelente (Recondicionado),,4.0,(1),2.255,2.119
MOTOROLA,"Smartphone Tela 6,7 Edge 20 Pro 256gb 12gb Ram Azul Motorola - Aceitável (Recondicionado)",Por GABRISCELL ,3.8,(5),1.178,117
,Smartphone Realme C61 256 Gb 8 Gb Ram  Verde + Brinde,,,,1.199,120
MOTOROLA,"Smartphone Moto G200 256gb 8gb Ram Tela 6,8 Verde Motorola",,4.7,(324),3.899,2.963
SAMSUNG,Samsung Galaxy A25 5G Dual SIM 128Gb Azul Escuro 6Gb Ram,Por Vikings ,4.7,(3360),1.712,1.034
,Xiaomi Redmi 13 4g 8gb Ram 256gb Lançamento Brinde,,4.9,(7),2.250,1.462
,Celular Realme C75 Dual Sim 128 Gb 8 Gb Ram Smartphone Dourado,Por Realme ,4.7,(428),1.486,148
SAMSUNG,"Smartphone Galaxy S21 Ultra 5g Tl 6,8 256gb 12gb Ram Samsung Cor Preto - Aceitável (Recondicionado)",Por Trocafy ,4.3,(6),2.489,2.364
SAMSUNG,Smartphone Samsung Galaxy Note10+ 256 GB 12 GB Ram Preto - Excelente (Recondicionado),Por Movacel ,,,2.799,280
,Positivo P26 Dual SIM 2G 32MB Preto 32MB RAM,,4.4,(3375),103,10
,Xiaomi Poco C75 256gb/8ram Nfc Lançamento 2025 + Fone,,4.9,(27),1.149,111
,Smartphone Do Idoso Vovófone 4g 32gb Oba Zap Zap ,,3.2,(46),609,60
,Smartphone Xiaomi Mi A3 3gb Ram 64gb Dual Sim 6.71 Cor Azul-aço,,4.7,(276),631,63
SAMSUNG,"Celular Samsung Galaxy A25 5g, Câmera Tripla Traseira De Até 50mp, Selfie De 13mp, Tela Infinita Super Amoled De 6.5 120 Hz, 256gb, 8gb, Bateria De Longa Duração,dual Chip - Azul",,4.7,(3360),1.598,153
MOTOROLA,Smartphone Moto G52 128gb 4gb Ram Azul Motorola,,4.7,(14409),1.699,169
LG,Smartphone K52 4g Tela 6.6'' 64 Gb 3gb Ram Verde LG,,,,559,53
MOTOROLA,Smartphone Motorola Moto G24 256gb 4gb Rosa + Ubook,Por Mobcom ,,,1.425,727
MOTOROLA,Smartphone Motorola Moto G23 128gb Azul 4 Ram Cor Azul-aço - Excelente (Recondicionado),Por GABRISCELL ,,,890,836
SAMSUNG,"Smartphone Samsung Galaxy Z Fold6 512gb Cinza 5g, 12gb Ram",,5.0,(1),9.099,909
,Infinix Smart 8 Pro Dual SIM 256 GB Dourado 4 GB RAM,Por 123 Comprou ,4.6,(253),1.349,899
,Xiaomi Poco C75 Dual Sim 256gb/8gb Lançamento 2025 + Brindes,,4.6,(66),1.599,1.279
MOTOROLA,"Smartphone Motorola Moto G34 5G 4 128GB GB RAM Dual Sim Android Azul Tela HD+ 6,5'' - Excelente (Recondicionado)",,4.8,(4),839,797
SAMSUNG,Smartphone S10e 128gb 6gb Ram Android Dual Lte 4g 8 Core ,Por Gigasmart ,,,1.259,126
SAMSUNG,"Smartphone Samsung Galaxy A14, 64gb, 4gb Ram, Tela 6.6 Cor Preto",,4.7,(23820),944,94
MOTOROLA,Smartphone Moto G20 Tela 6.5'' 64gb 4gb Ram Grafite Motorola - Excelente (Recondicionado),,4.0,(53),899,89
MOTOROLA,"Celular Motorola Moto G54 5g 8gb 256gb 6,5 azul índigo Fhd+ 50 Mp Dolby Atmos",,4.7,(373),1.290,124
SAMSUNG,Smartphone Samsung A71 128gb Dual Sim Semi Novo Excelente ,Por Gigasmart ,,,999,100
MOTOROLA,Smartphone Moto G100 Cabo Hdmi 256gb 12gb Ram Luminous Ocean - Excelente (Recondicionado),Por Movacel ,4.0,(1),1.999,200
,Smartphone Realme C61 256 Gb 8 Gb Ram Com Nfc+ Fone +brinde+ Dourado-claro,,,,1.799,1.115
,Smartphone Xiaomi Redmi 14c 8gb Ram Dual Sim 256gb,,5.0,(2),1.429,142
LG,Smartphone LG X Style Dual K200 16gb Tela 5' Cam 8mp Outlet - Aceitável (Recondicionado),,2.7,(3),399,207
,Nubia Redmagic 9s Pro Smartphone 16+512gb Snowfall Cyclone,,4.9,(59),5.956,595
PHILCO,"Smartphone Philco Hit P10 Tela 6,2 128gb 4 Gb Ram Space Gray Cor Cinza",,4.3,(1728),1.199,115
SAMSUNG,Smartphone Galaxy A52 Tela 6.5'' 128gb 6gb Ram Preto Samsung - Excelente (Recondicionado),,4.3,(7),1.105,939
,Smartphone Xiaomi Redmi 14c 256gb 8gb Ram 4g Global Preto,,,,979,97
SAMSUNG,Samsung Galaxy S10e Excelente C/ Garantia Nf 128gb 6gb,Por Gigasmart ,,,799,80
,Smartphone Realme C61 256 Gb 8 Gb Ram Com Nfc Verde,,,,975,94
,Smartphone Redmi 14c 128gb 4 Ram Laçamento2024 + Fone Cor Azul Estrelado,,4.9,(12),938,90
MOTOROLA,Smartphone Moto G31 128gb 4gb Ram Azul Motorola - Bom (Recondicionado),,3.6,(5),732,659
,Smartphone Poco C75 Dual Sim 8gm Ram 256gb Memória Global,,5.0,(2),1.259,125
,Smartphone Xiaomi Poco C65 Dual Sim 256/8gb Ram C/ Nfc Preto,,4.1,(9),1.054,101
,Celular Smartphone Xiaomi Redmi 14c Dual Sim 256gb 8gb Ram,,4.3,(6),1.104,110
SAMSUNG,Celular Samsung Galaxy A73 128gb 6gb Ram Snapdragon 778g,,,,1.249,120
SAMSUNG,Samsung Galaxy S23 FE 5G Dual SIM 256 GB Grafite 8 GB RAM,,4.8,(9808),4.599,3.909
SAMSUNG,Celular Samsung Galaxy A36 5g 128gb 6gb Ram Branco,Por Samsung ,5.0,(2),2.699,1.799
TCL,Celular Smartphone Tcl 505 128gb 8gb Ram - Cinza,,4.4,(123),832,80
MOTOROLA,Smartphone Moto E32 Tela 6.5'' 64gb 4gb Ram Rosê Motorola - Excelente (Recondicionado),,1.0,(3),1.110,111
MOTOROLA,Smartphone Motorola G53 5g 128GB Grafite 4GB - Excelente (Recondicionado),,5.0,(1),899,89
,Celular Realme Gt 6 5g 512gb 16gb Nfc Smartphone Original Prata,Por Realme ,4.9,(8),4.869,486
SAMSUNG,Smartphone Samsung Galaxy M51 128gb 6gb Ram Dual Android ,Por Gigasmart ,,,1.549,1.441
MOTOROLA,Smartphone Moto G75 5g 256gb Vegan Leather Cor Cinza Motorola - Bom (Recondicionado),,,,1.499,149
SAMSUNG,"Smartphone Galaxy A12 Tela 6,5 64gb 4gb Ram Branco Samsung Cor White",,4.7,(10503),959,95
,"Smartphone Xiaomi Redmi Note 14 Pro 5g 12+12gb + 512gb, Verde",,4.6,(13),2.534,243
,Smartphone Xiaomi Redmi 14c 4gb Ram Dual Sim 128gb,,,,1.099,109
,Smartphone Xiaomi Redmi 14c 256gb 8gb Ram Verde Global 4g,,,,979,97
SAMSUNG,Samsung Galaxy S10e Excelente Android 128gb 6gb Ram,,,,799,80
SAMSUNG,Samsung Galaxy A03 Dual SIM 64GB Preto 4GB RAM,,4.6,(12225),889,85
,Xiaomi Redmi 10C Dual SIM 128 GB cinza 4 GB Ram,,4.7,(2902),1.197,115
MOTOROLA,Moto E6 Plus Dual SIM 32 GB cinza-metálico 2 GB RAM - Excelente (Recondicionado),,4.7,(13),489,54
SAMSUNG,"Smartphone Galaxy A71 Tela 6,7 128 Gb 6 Gb Ram Azul Samsung - Aceitável (Recondicionado)",,3.3,(16),749,711
MOTOROLA,Smartphone Motorola Moto G24 256gb 4gb Rosa + Ubook,Por Mobcom ,,,1.425,727
MOTOROLA,Smartphone Motorola Moto G24 256gb 4gb Grafite + Ubook,Por Mobcom ,5.0,(1),1.425,727
,Smartphone Realme C65 8gb 256gb - Lançamento 2025,,5.0,(3),1.999,1.339
SAMSUNG,Smartphone Samsung Galaxy A03 Core Tl 6.5 32gb 2gb Ram Azul,,4.6,(41665),699,69
,Celular Itel A70 256 Gb 4 Ram Com Face Id,,5.0,(1),829,82
MOTOROLA,"Smartphone Motorola Moto g55 5G - 256GB 16GB (8GB RAM+8GB Ram Boost) e Camera 50MP com AI NFC Tela 6.5"" com Superbrilho - Preto",Por Mobcom ,4.6,(35),1.710,1.308
,Smartphone Realme C61 256 Gb 8 Gb Ram  Verde + Brinde,,5.0,(1),1.760,1.249
,Lançamento! Smartphone Zte Blade A3 Dual Sim 4g 32gb 1gb Ram,,4.3,(42),599,383
,Redmi Note 11 Pro 5g 128/6 Eu Polar White,,,,1.699,169
,Smartphone Multi G Max 2 P9224 128gb (64+64) 4g 2gbram Preto,,5.0,(1),596,59
,Celular Xiaomi Redmi Note 13 Pro 5g 512 Gb Dual Sim Branco Estelar 12 Gb RAM,,4.8,(104),2.356,235
SAMSUNG,Smartphone Galaxy Note 20 6.7'' 256gb 8gb Ram Cinza Samsung Cor Cinza-místico,,4.7,(401),4.599,459
,Smartphone Multilaser E Lite 32gb Preto P9126 - Excelente (Recondicionado),,,,319,53
SAMSUNG,Samsung Galaxy S10e Android 128gb 6gb Ram Dual Chip Lte 4g,Por Gigasmart ,,,1.209,117
SAMSUNG,Samsung Galaxy S10e 128gb 6gb Ram Nf Oferta Garantia,Por Gigasmart ,,,749,72
,Smartphone Xiaomi Poco C75 Dual Sim 8gb 256gb + Brindes,,,,1.539,1.262
MOTOROLA,Smartphone Moto G30 6.5'' 128gb 4gb Ram Dark Prism Motorola,,4.7,(2576),1.250,125
MOTOROLA,"Smartphone Moto G82 5g 6,6'' 128gb 6gb Ram Branco Motorola",,4.7,(581),1.631,156
MOTOROLA,Moto G31 128 GB grafite 4 GB RAM,,4.5,(95),1.299,1.143
,Smartphone Redmi 14c 256gb 8ram Lanç. 2024 Xiaomi,,5.0,(8),1.299,1.021
MOTOROLA,Smartphone Motorola Moto G71 5g 128gb 6gb Ram Azul - Excelente (Recondicionado),Por Movacel ,5.0,(1),1.299,125
,Smartphone Infinix Smart 6 64 Gb Dual Chip 2gb Ram - Preto,,4.5,(81),713,542
SAMSUNG,Smartphone Samsung Galaxy M12 Duos 64gb 4gb Ram - Excelente (Recondicionado),,,,649,64
MOTOROLA,Moto G60 Dual SIM 128 GB preto 4 GB RAM,,4.6,(1312),1.899,1.329
SAMSUNG,Smartphone Samsung Galaxy A03s Tela 6.5 64 Gb 4 Gb Ram Azul - Excelente (Recondicionado),,4.2,(5),849,85
,Celular Smartphone Redmir 14c 256/8 Gb C/nf + Brinds,,4.1,(14),1.699,1.153
,Smartphone Xiaomi Poco C75 Dual Sim 256gb 8gb Ram Nfc Global,,,,1.680,1.209
